PaperProjectID,DOI,Title,NoveltyScore,Confidence,ControversyIndex,Classification,Explanation,AdjudicationNote,Uniqueness,Tension,Synthesis,Coherence
029_536,https://doi.org/10.3389/fchem.2025.1606995,Engineering the mechanical characteristics of regenerated silk fibroin materials: the impact of chemical and physical modification strategies,0.5195,0.9377,0.6922,Incremental,"This paper is a 5.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.7193,0.9073
029_537,https://doi.org/10.1016/j.gaitpost.2025.03.001,A scoping review on the current state of sex- and gender-based analysis (SGBA) in standing balance research,0.45,0.9596,0.449,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.604,0.25,0.62,0.9246
029_538,https://doi.org/10.1016/j.conbuildmat.2024.138860,High-temperature performance of clay-enhanced alkali-activated binders: A sustainable alternative to Portland cement,0.5307,0.9757,0.2703,Incremental,"This paper is a 5.3/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6871,0.9371
029_539,https://doi.org/10.58496/bjiot/2024/002,"A Brief Review of Big Data in Healthcare: Challenges and Issues, Recent Developments, and Future Directions",0.416,0.933,0.7442,Incremental,"This paper is a 4.2/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.454,0.25,0.686,0.905
029_540,https://doi.org/10.35774/econa2023.04.245,Low-carbon development as a strategic approach to positioning an enterprise in the market,0.4806,0.943,0.6337,Incremental,"This paper is a 4.8/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.7142,0.9496
029_541,https://doi.org/10.1016/j.csite.2024.104516,Predicting hourly heating load in residential buildings using a hybrid SSA–CNN–SVM approach,0.5161,0.9349,0.7229,Incremental,"This paper is a 5.2/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.6855,0.9302
029_542,https://doi.org/10.3390/rs15235563,Analysis of Spatiotemporal Variations and Influencing Factors of Sea Ice Extent in the Arctic and Antarctic,0.5225,0.9738,0.2909,Incremental,"This paper is a 5.2/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.653,0.9474
029_543,https://doi.org/10.1080/03468755.2023.2283021,Antisemitism without Jews: the Impact of Redemptive Antisemitism in Norway before the Nazi Occupation,0.5597,0.9541,0.5102,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.4,0.6886,0.9207
029_544,https://doi.org/10.3390/c9040110,Nanomechanical Behavior of Pentagraphyne-Based Single-Layer and Nanotubes through Reactive Classical Molecular Dynamics,0.5362,0.9636,0.4048,Incremental,"This paper is a 5.4/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.634,0.3,0.6584,0.9122
029_545,https://doi.org/10.3390/s24237594,Impact of Camera Settings on 3D Reconstruction Quality: Insights from NeRF and Gaussian Splatting,0.5182,0.9361,0.7103,Incremental,"This paper is a 5.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.594,0.3,0.7184,0.9288
029_546,https://doi.org/10.5334/uproc.62,A Translational Approach to Digital Learning Innovation: Enabling Digital Innovation at Durham University,0.5262,0.9635,0.4051,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.6543,0.9493
029_547,https://doi.org/10.55927/fjst.v2i10.6363,Development of Local Culture Based Learning Tools in Sangkakala PAUD Parmaksian District,0.4786,0.971,0.3226,Incremental,"This paper is a 4.8/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.524,0.3,0.7418,0.95
029_548,https://doi.org/10.2478/amns-2024-3230,Intelligent Optimization Method and Network Security Analysis for Power System Active Control,0.526,0.9522,0.5311,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.6878,0.9047
029_549,https://doi.org/10.61100/adman.v1i3.90,Optimizing Business Management Strategies in the Social Media Era: Facing New Year Challenges with Digital-Based Excellence,0.45,0.9564,0.4849,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.48,0.3,0.7451,0.9352
029_550,https://doi.org/10.3390/pathogens13080693,Glomerular Injury Is Associated with Severe Courses of Orthohantavirus Infection,0.5207,0.9537,0.5141,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.6831,0.9475
029_551,https://doi.org/10.3390/diagnostics15222889,"Clinical Profiles and Mortality-Associated Risk Factors in Patients with Acute Kidney Injury from Atlixco, Puebla, Mexico",0.5116,0.9372,0.6978,Incremental,"This paper is a 5.1/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.6882,0.9076
029_552,https://doi.org/10.1080/17452759.2025.2545522,Achieving high strength and ductility in chemically complex intermetallic alloys manufactured by laser powder bed fusion,0.5621,0.9145,0.9498,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.672,0.3,0.6885,0.9074
029_553,https://doi.org/10.1007/s44311-025-00012-w,Machine learning-based detection of concept drift in business processes,0.6596,0.9536,0.515,Moderately Novel,"This paper is a 6.6/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.78,0.4,0.7161,0.948
029_554,https://doi.org/10.1016/j.jik.2024.100637,An analysis of the challenges in the adoption of MLOps,0.45,0.9561,0.4877,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.588,0.3,0.7466,0.9286
029_555,https://doi.org/10.46656/access.2023.5.3(2),Formation of resource potential of HEIs as a basis for their sustainable development,0.4712,0.9285,0.7944,Incremental,"This paper is a 4.7/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.516,0.3,0.7158,0.9432
029_556,https://doi.org/10.1007/s11356-024-34190-0,Long-term impact of basin-wide wastewater management on faecal pollution levels along the entire Danube River,0.4936,0.9332,0.7426,Incremental,"This paper is a 4.9/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.564,0.3,0.6516,0.9322
029_557,https://doi.org/10.1016/j.ultrasmedbio.2024.04.015,Ultrasound-Enhanced Fine-Needle Biopsy Improves Yield in Human Epithelial and Lymphoid Tissue,0.5038,0.9321,0.7548,Incremental,"This paper is a 5.0/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6583,0.9052
029_558,https://doi.org/10.55927/mudima.v5i7.483,The Role of Human Touch in the Form Exploration of Ong Cen Kuang’s Lighting Designs,0.5116,0.9799,0.2237,Incremental,"This paper is a 5.1/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.6882,0.9121
029_559,https://doi.org/10.54254/2753-7064/30/20231650,How Did Medieval Ecclesiastical Criminal Law Impact the Ideology of Contemporary European Criminal Law,0.5026,0.9594,0.4513,Incremental,"This paper is a 5.0/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.7181,0.9245
029_560,https://doi.org/10.1364/oe.547888,Data-based modeling of the light source color indicators on the Color Discrimination Index of the Forbidden City typical color paintings,0.5283,0.9538,0.5134,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.7108,0.938
029_561,https://doi.org/10.3390/ijms26083828,Current Treatment Paradigms for Advanced Melanoma with Brain Metastases,0.45,0.961,0.4331,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.58,0.3,0.719,0.9117
029_562,https://doi.org/10.1080/15440478.2024.2390077,Chemical and physical modifications of the surface of sisal agave fibre used as a reinforcement in epoxy resin – A Review,0.45,0.9319,0.7564,Incremental,"This paper is a 4.5/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.556,0.25,0.6885,0.9224
029_563,https://doi.org/10.5194/tc-18-4531-2024,Modelling the effect of free convection on permafrost melting rates in frozen rock clefts,0.5354,0.9682,0.3529,Incremental,"This paper is a 5.4/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.7459,0.9329
029_564,https://doi.org/10.1039/d3dt04198k,Volatile lanthanide complexes with fluorinated heptadentate ligands,0.5748,0.8591,1,Moderately Novel,"This paper is a 5.7/10 for novelty, and we are 86% confident in this assessment. The moderate confidence (86%) suggests reasonable agreement among judges.",Socratic Panel,0.634,0.4,0.7444,0.9436
029_565,https://doi.org/10.1051/bioconf/202515302014,The coverage of school-based iron supplementation among adolescent girls in various regions in Indonesia,0.4497,0.9515,0.5385,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.48,0.3,0.7168,0.9292
029_566,https://doi.org/10.1016/j.ecoinf.2024.102977,Spatiotemporal evolution of farmland ecosystem stability in the Fenhe River Basin China based on perturbation-resistance-response framework,0.5483,0.8666,1,Incremental,"This paper is a 5.5/10 for novelty, and we are 87% confident in this assessment. The moderate confidence (87%) suggests reasonable agreement among judges.",Socratic Panel,0.64,0.3,0.7428,0.9363
029_567,https://doi.org/10.1016/j.heliyon.2024.e31957,"Investigating lactic acid bacteria genus Lactococcus lactis properties: Antioxidant activity, antibiotic resistance, and antibacterial activity against multidrug-resistant bacteria Staphylococcus aureus",0.4607,0.9645,0.394,Incremental,"This paper is a 4.6/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.52,0.3,0.5867,0.9163
029_568,https://doi.org/10.14445/23488352/ijce-v11i5p112,Subgrade Soil Stabilization Using Various Fibrous Materials and Evaluation of Strength Using CBR: A Review,0.45,0.9733,0.2964,Incremental,"This paper is a 4.5/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.536,0.25,0.7124,0.95
